[2024-11-20 20:35:20.139+0800] [scheduling-1] INFO  com.bili.web.task.MediaTask [80]- scheduling-1
[2024-11-20 20:35:20.139+0800] [scheduling-1] INFO  com.bili.web.task.MediaTask [81]- 取到视频转码任务数: 0
[2024-11-20 20:35:40.160+0800] [scheduling-1] INFO  com.bili.web.task.MediaTask [80]- scheduling-1
[2024-11-20 20:35:40.160+0800] [scheduling-1] INFO  com.bili.web.task.MediaTask [81]- 取到视频转码任务数: 0
[2024-11-20 20:36:00.171+0800] [scheduling-1] INFO  com.bili.web.task.MediaTask [80]- scheduling-1
[2024-11-20 20:36:00.171+0800] [scheduling-1] INFO  com.bili.web.task.MediaTask [81]- 取到视频转码任务数: 0
[2024-11-20 20:36:00.221+0800] [scheduling-1] INFO  com.bili.web.task.MediaTask [160]- scheduling-1
[2024-11-20 20:36:00.221+0800] [scheduling-1] INFO  com.bili.web.task.MediaTask [161]- 取到视频审核任务数: 0
[2024-11-20 20:36:20.141+0800] [scheduling-1] INFO  com.bili.web.task.MediaTask [80]- scheduling-1
[2024-11-20 20:36:20.141+0800] [scheduling-1] INFO  com.bili.web.task.MediaTask [81]- 取到视频转码任务数: 0
